Date,Open,High,Low,Close,Adj Close,Volume
2018-10-02,9.688000,9.730000,9.502000,9.605000,9.605000,14062275
2018-10-04,9.702000,9.884000,9.647000,9.753000,9.753000,15233127
2018-10-05,9.761000,9.938000,9.693000,9.704000,9.704000,12769929
2018-10-08,9.663000,9.671000,9.467000,9.551000,9.551000,11935890
2018-10-09,9.610000,9.644000,9.422000,9.610000,9.610000,10195272
2018-10-10,9.591000,9.837000,9.533000,9.583000,9.583000,13429620
2018-10-11,9.420000,9.650000,9.371000,9.471000,9.471000,18350779
2018-10-12,9.542000,9.608000,9.339000,9.396000,9.396000,11029462
2018-10-15,9.370000,9.552000,9.342000,9.517000,9.517000,9149051
2018-10-16,9.555000,9.678000,9.534000,9.619000,9.619000,11728962
2018-10-17,9.680000,9.834000,9.670000,9.781000,9.781000,12707832
2018-10-18,9.820000,9.971000,9.592000,9.597000,9.597000,11704745
2018-10-19,9.600000,9.600000,9.401000,9.497000,9.497000,17798134
2018-10-22,9.607000,9.690000,9.370000,9.395000,9.395000,11793705
2018-10-23,9.310000,9.399000,9.204000,9.312000,9.312000,13497502
2018-10-24,9.307000,9.308000,8.831000,8.869000,8.869000,26878371
2018-10-25,8.763000,8.968000,8.636000,8.820000,8.820000,20117722
2018-10-26,8.711000,8.714000,8.419000,8.520000,8.520000,21620580
2018-10-29,8.534000,8.707000,8.520000,8.592000,8.592000,12337152
2018-10-30,8.641000,8.701000,8.509000,8.555000,8.555000,11322499
2018-10-31,8.730000,8.746000,8.601000,8.651000,8.651000,11166424
2018-11-01,8.640000,8.999000,8.582000,8.950000,8.950000,20216832
2018-11-02,9.090000,9.269000,9.067000,9.191000,9.191000,20372492
2018-11-05,9.211000,9.257000,9.084000,9.175000,9.175000,9025972
2018-11-06,9.201000,9.208000,9.004000,9.083000,9.083000,9223312
2018-11-07,9.129000,9.299000,9.128000,9.185000,9.185000,10426274
2018-11-08,9.210000,9.367000,9.127000,9.156000,9.156000,10619012
2018-11-09,9.082000,9.096000,8.882000,8.958000,8.958000,13069029
2018-11-12,8.981000,9.029000,8.654000,8.672000,8.672000,12252451
2018-11-13,8.682000,8.834000,8.622000,8.820000,8.820000,10522920
2018-11-14,8.742000,8.886000,8.623000,8.731000,8.731000,8740232
2018-11-15,8.750000,8.846000,8.533000,8.606000,8.606000,12225165
2018-11-16,8.678000,8.722000,8.518000,8.602000,8.602000,12861859
2018-11-19,8.604000,8.734000,8.506000,8.564000,8.564000,8484202
2018-11-20,8.500000,8.510000,8.054000,8.153000,8.153000,25386163
2018-11-21,8.221000,8.329000,8.142000,8.317000,8.317000,11292647
2018-11-22,8.274000,8.309000,8.136000,8.232000,8.232000,8261975
2018-11-23,8.207000,8.304000,8.138000,8.170000,8.170000,8869065
2018-11-26,8.250000,8.571000,8.250000,8.561000,8.561000,15003367
2018-11-27,8.595000,8.717000,8.530000,8.658000,8.658000,9554735
2018-11-28,8.699000,8.752000,8.544000,8.592000,8.592000,8060790
2018-11-29,8.645000,8.723000,8.172000,8.300000,8.300000,21799450
2018-11-30,8.280000,8.280000,7.993000,8.063000,8.063000,19048157
2018-12-03,8.299000,8.413000,8.202000,8.322000,8.322000,13504097
2018-12-04,8.265000,8.299000,8.050000,8.060000,8.060000,11324026
2018-12-05,8.000000,8.163000,7.869000,8.055000,8.055000,13068963
2018-12-06,7.921000,7.940000,7.670000,7.698000,7.698000,26117216
2018-12-07,7.781000,7.878000,7.704000,7.705000,7.705000,13740483
2018-12-10,7.703000,7.790000,7.240000,7.277000,7.277000,24623354
2018-12-11,7.371000,7.567000,7.272000,7.430000,7.430000,15581399
2018-12-12,7.476000,7.912000,7.392000,7.862000,7.862000,23854795
2018-12-13,8.001000,8.224000,7.771000,7.860000,7.860000,18106161
2018-12-14,7.740000,7.866000,7.572000,7.848000,7.848000,10446978
2018-12-17,7.823000,7.889000,7.603000,7.660000,7.660000,12249251
2018-12-18,7.617000,7.766000,7.583000,7.644000,7.644000,11976842
2018-12-19,7.701000,7.785000,7.515000,7.530000,7.530000,11792807
2018-12-20,7.400000,7.400000,6.994000,7.000000,7.000000,28220174
2018-12-21,7.000000,7.100000,6.842000,7.042000,7.042000,38586144
2018-12-27,7.100000,7.130000,6.678000,6.750000,6.750000,17761385
2018-12-28,6.810000,7.009000,6.781000,6.967000,6.967000,9429341
2019-01-02,7.070000,7.185000,6.836000,7.149000,7.149000,16731014
2019-01-03,7.069000,7.289000,7.026000,7.098000,7.098000,12433219
2019-01-04,7.200000,7.450000,7.170000,7.436000,7.436000,16572099
2019-01-07,7.507000,7.593000,7.405000,7.551000,7.551000,12091778
2019-01-08,7.596000,7.799000,7.571000,7.623000,7.623000,14390276
2019-01-09,7.660000,7.698000,7.360000,7.412000,7.412000,16116045
2019-01-10,7.280000,7.485000,7.150000,7.480000,7.480000,12605972
2019-01-11,7.484000,7.574000,7.321000,7.456000,7.456000,13169223
2019-01-14,7.385000,7.512000,7.313000,7.462000,7.462000,11880337
2019-01-15,7.566000,7.710000,7.340000,7.486000,7.486000,14543902
2019-01-16,7.538000,8.145000,7.538000,8.114000,8.114000,22035726
2019-01-17,7.935000,8.084000,7.742000,7.782000,7.782000,21953940
2019-01-18,7.897000,8.043000,7.881000,7.998000,7.998000,22233612
2019-01-21,7.954000,8.026000,7.886000,7.982000,7.982000,7400753
2019-01-22,7.830000,7.891000,7.674000,7.860000,7.860000,12541871
2019-01-23,7.745000,8.043000,7.710000,7.973000,7.973000,13406241
2019-01-24,7.950000,8.047000,7.613000,7.822000,7.822000,16799381
2019-01-25,7.910000,8.148000,7.856000,8.131000,8.131000,14842853
2019-01-28,8.168000,8.320000,8.044000,8.057000,8.057000,12339175
2019-01-29,8.091000,8.191000,8.014000,8.113000,8.113000,9886404
2019-01-30,8.090000,8.120000,7.956000,8.065000,8.065000,10153936
2019-01-31,8.102000,8.209000,7.639000,7.746000,7.746000,24312600
2019-02-01,7.800000,7.838000,7.410000,7.700000,7.700000,22001906
2019-02-04,7.722000,7.861000,7.545000,7.656000,7.656000,12819977
2019-02-05,7.620000,7.815000,7.588000,7.796000,7.796000,11101627
2019-02-06,7.760000,7.908000,7.630000,7.893000,7.893000,10354726
2019-02-07,7.870000,7.947000,7.336000,7.393000,7.393000,21078184
2019-02-08,7.350000,7.375000,7.097000,7.198000,7.198000,16428663
2019-02-11,7.252000,7.438000,7.202000,7.371000,7.371000,10665909
2019-02-12,7.464000,7.573000,7.451000,7.530000,7.530000,9800316
2019-02-13,7.527000,7.638000,7.444000,7.573000,7.573000,9078025
2019-02-14,7.620000,7.660000,7.330000,7.380000,7.380000,11978071
2019-02-15,7.320000,7.796000,7.278000,7.722000,7.722000,20472845
2019-02-18,7.699000,7.799000,7.674000,7.756000,7.756000,6704128
2019-02-19,7.776000,7.782000,7.410000,7.593000,7.593000,11726663
2019-02-20,7.600000,7.689000,7.544000,7.689000,7.689000,8412495
2019-02-21,7.693000,7.753000,7.570000,7.660000,7.660000,9996167
2019-02-22,7.617000,7.782000,7.610000,7.622000,7.622000,9425768
2019-02-25,7.680000,7.816000,7.674000,7.746000,7.746000,9033756
2019-02-26,7.681000,7.892000,7.571000,7.828000,7.828000,9891912
2019-02-27,7.775000,7.991000,7.734000,7.984000,7.984000,16053429
2019-02-28,7.926000,8.240000,7.853000,8.161000,8.161000,16752077
2019-03-01,8.230000,8.297000,8.170000,8.173000,8.173000,12310924
2019-03-04,8.238000,8.280000,8.124000,8.132000,8.132000,7954225
2019-03-05,8.051000,8.211000,7.970000,8.063000,8.063000,10832771
2019-03-06,8.038000,8.249000,8.010000,8.172000,8.172000,10912101
2019-03-07,8.114000,8.190000,7.683000,7.753000,7.753000,21018346
2019-03-08,7.700000,7.746000,7.597000,7.679000,7.679000,13726627
2019-03-11,7.710000,8.131000,7.650000,8.060000,8.060000,18769859
2019-03-12,8.150000,8.205000,7.798000,7.858000,7.858000,16931576
2019-03-13,7.846000,7.994000,7.815000,7.959000,7.959000,8635215
2019-03-14,7.990000,8.030000,7.859000,7.889000,7.889000,9956148
2019-03-15,7.927000,7.930000,7.754000,7.816000,7.816000,21954008
2019-03-18,8.000000,8.233000,8.000000,8.140000,8.140000,24311004
2019-03-19,8.040000,8.073000,7.830000,8.022000,8.022000,14996217
2019-03-20,7.950000,8.003000,7.750000,7.754000,7.754000,13934999
2019-03-21,7.650000,7.651000,7.406000,7.436000,7.436000,18448161
2019-03-22,7.576000,7.678000,7.255000,7.277000,7.277000,18376375
2019-03-25,7.250000,7.350000,7.134000,7.225000,7.225000,12408848
2019-03-26,7.220000,7.363000,7.121000,7.305000,7.305000,12792264
2019-03-27,7.330000,7.683000,7.273000,7.514000,7.514000,17957142
2019-03-28,7.456000,7.500000,7.166000,7.257000,7.257000,18128926
2019-03-29,7.250000,7.343000,7.195000,7.260000,7.260000,12195197
2019-04-01,7.339000,7.558000,7.266000,7.526000,7.526000,14269978
2019-04-02,7.570000,7.656000,7.488000,7.578000,7.578000,10518200
2019-04-03,7.662000,7.741000,7.603000,7.645000,7.645000,14507731
